26.209000 44.944400
25.949600 44.601700
26.228100 44.186200
26.100000 43.366700
26.833300 43.566700
26.166700 43.866700
26.800000 43.966700
27.016700 44.616700
26.800000 44.533300
25.400000 44.566700
23.866700 44.500000
25.083300 45.050000
24.966700 45.016700
25.083300 44.883300
25.200000 45.150000
25.000000 45.783300
27.016700 47.766700
26.886100 47.617400
27.928900 47.761700
33.961900 44.836100
34.432700 40.860400
34.625200 38.745900
30.129200 31.139700
30.841800 29.309900
31.353100 30.179400
31.266700 31.000000
34.729600 31.662500
35.166700 31.883300
35.065800 32.185800
35.563000 32.713800
35.617800 33.980800
35.716700 34.116700
35.020800 32.563500
35.393400 32.560200
35.578300 33.235600
35.701900 36.973700
36.133300 36.016700
39.080600 37.043900
38.916700 38.550000
41.566700 38.033300
41.480600 37.586700
44.524400 33.818300
45.195800 34.729400
46.587700 35.884900
46.789000 34.926700
47.267900 32.694100
50.886700 35.847400
53.283600 36.744300
58.383300 37.950000
51.300000 36.683300
46.125300 38.173600
46.511300 38.805600
44.966700 39.500000
44.382500 40.486100
42.700000 40.583300
40.111000 40.787400
41.637200 41.638600
44.651700 40.963300
47.969700 42.022800
46.456000 42.649100
45.094700 41.454700
44.485800 42.124200
45.050300 43.238600
45.606700 43.056100
45.755600 43.302100
45.776400 43.428100
46.659200 45.270100
44.633500 43.729500
41.030500 45.351000
40.240000 45.516100
39.756700 46.458300
39.073300 46.984400
38.445200 45.752900
38.176000 45.647300
35.000000 46.916700
37.161100 49.309500
36.588300 49.798700
37.821400 50.570900
40.341200 50.858800
41.789400 51.582100
41.418100 52.822100
46.089200 52.858900
46.498100 51.613400
49.691700 49.437800
53.971900 49.661100
49.483300 50.733300
49.147000 51.643100
48.594700 52.859400
50.481800 53.014500
47.871100 56.636900
52.798500 54.537800
50.213500 56.548100
42.700300 56.194700
45.871200 55.722600
42.833300 55.900000
40.737700 56.922700
39.838900 56.148800
41.341700 56.702000
38.284400 55.397500
32.807800 53.809200
30.910900 56.045900
27.391700 53.839700
26.707400 53.509200
26.276800 52.038100
26.184900 50.601500
28.548700 50.272900
31.887100 49.222400
34.103000 44.433600
35.720100 41.074800
36.721900 41.198900
32.895300 40.032000
31.379200 41.169400
30.201100 40.848600
29.494400 40.886100
29.583300 40.650000
27.946700 39.681700
27.166700 38.133300
28.150000 38.200000
26.966700 38.300000
23.965000 38.202500
22.665300 41.405300
23.316700 42.633300
23.200000 42.750000
24.866700 43.466700
24.566700 43.733300
23.500000 43.516700
21.597200 44.196100
19.058600 45.236100
18.429200 44.265800
20.699200 44.438600
20.487800 44.785800
19.029400 42.651700
20.593300 41.240600
20.840300 42.907500
24.100000 42.183300
24.916700 42.266700
24.733300 42.350000
24.766700 42.600000
26.883300 42.766700
26.183300 42.116700
24.750000 41.500000
28.968400 41.031800
26.901100 40.890000
27.600000 43.050000
27.483300 43.600000
28.465000 43.838800
28.402800 45.684200
29.471100 46.830600
29.358300 46.842500
28.856900 47.284700
29.346100 47.886900
30.205900 50.414700
34.312900 51.150200
35.967100 52.999500
36.916700 52.200000
39.833400 54.789700
38.399400 54.748100
37.938000 54.921200
37.905800 55.581400
37.636100 55.405000
38.166700 56.033300
37.639600 59.189200
40.048600 60.054400
42.160000 61.080000
56.414700 64.899200
51.541900 60.334400
48.966800 58.033800
54.920700 57.053800
54.093300 58.937500
56.298300 58.218900
58.628300 57.688600
60.765300 58.872600
61.174400 57.939700
57.960300 52.585400
59.489100 55.573600
59.210600 53.876900
62.500000 57.233300
83.733300 54.966700
91.433300 52.866700
93.621500 55.852900
88.405000 56.514400
86.193100 56.964700
63.643600 56.082500
63.596000 54.678000
69.396900 53.282400
73.878600 54.657000
85.200000 51.316700
82.380100 50.074600
78.314700 45.452800
81.075800 43.122800
78.966700 44.550000
76.180400 43.148200
75.453300 43.558100
71.767800 40.477200
76.151900 39.706100
74.351700 33.614700
75.596700 31.096400
74.883300 32.100000
75.233300 30.316700
77.183300 30.983300
79.383600 27.922700
77.200000 27.866700
73.936400 26.203100
76.483300 24.983300
75.433300 27.266700
73.066700 25.700000
72.383300 23.916700
72.800000 19.183300
70.300000 21.159700
70.033300 21.883300
71.050000 22.833300
67.905500 27.847700
71.125900 29.008500
69.572500 32.298900
70.924700 30.875400
73.183500 31.567800
74.222200 32.047200
72.387300 33.593700
73.010200 33.594100
74.079300 32.975700
75.133300 32.933300
77.463300 29.560800
81.040200 26.920000
81.916700 26.050000
81.116700 25.783300
79.733300 26.116700
79.222700 24.628200
78.808900 24.696600
79.219700 24.830500
81.300000 24.533300
83.983300 25.583300
83.723900 26.274400
84.883300 26.083300
91.350000 29.666700
87.600500 43.801000
86.568300 42.058600
102.775000 46.263900
102.910400 53.435700
104.186700 52.897600
115.516700 52.350000
116.500000 51.866700
117.139900 51.591000
117.937700 50.925200
117.100000 60.233300
129.137000 61.477700
139.975700 69.309600
-165.477200 61.744800
-144.439600 61.515600
-127.700000 52.350000
-123.549000 46.559000
-121.487000 45.799300
-121.895700 41.749700
-121.256300 39.593200
-119.329200 40.866200
-120.836700 39.197700
-120.621400 38.206800
-121.311100 38.291000
-120.256800 37.994700
-119.502900 37.002600
-117.572300 34.426100
-117.664300 33.455100
-116.835600 33.642500
-111.528000 33.191100
-111.398900 33.361600
-103.346300 23.624600
-104.250000 19.283300
-103.033300 20.583300
-100.477200 23.193500
-99.418700 28.030500
-101.050000 28.266700
-102.341500 32.893400
-104.388500 30.182800
-106.780200 36.214000
-108.420100 37.297100
-112.244400 38.415500
-105.991900 38.536000
-105.115000 36.558100
-98.536800 33.801900
-95.486500 35.436400
-97.210000 32.643700
-96.281300 32.360500
-95.452500 29.418500
-90.799000 29.372500
-91.846300 32.264800
-90.041700 32.806500
-86.993900 33.579200
-82.152500 32.538900
-79.868700 33.357000
-71.633300 19.483300
-70.500000 19.416700
-77.366700 18.400000
-74.287500 10.997200
-69.886400 18.470000
-69.666700 18.616700
-62.983300 17.466700
-63.000000 18.250000
-61.233300 15.900000
-61.583300 16.250000
-61.383300 15.283300
-61.056700 14.832900
-61.716700 16.000000
-60.883300 13.900000
-59.616700 13.216700
-59.616700 13.100000
-61.750000 12.050000
-61.433300 10.250000
-61.333300 10.633300
-61.516700 10.666700
-61.500000 10.133300
-57.000000 -0.983300
-54.934400 -10.169300
-57.516700 -16.533300
-55.982900 -15.454300
-49.441800 -18.329500
-48.383300 -19.233300
-50.366700 -21.866700
-50.516700 -22.066700
-46.589500 -22.781700
-47.021000 -23.688000
-51.983300 -22.616700
-54.633300 -28.283300
-54.666700 -30.983300
-60.683300 -33.100000
-61.902800 -31.090200
-64.993300 -33.175400
-63.580400 -32.610700
-61.316700 -33.700000
-67.633300 -27.683300
-69.933300 -27.083300
-71.227200 -30.200800
-69.177800 -38.805600
-72.600000 -38.733300
-72.516700 -51.733300
-63.683300 -40.433300
-60.936300 -35.988300
-58.566100 -34.599900
-55.900000 -34.700000
-58.516700 -34.650000
-58.761800 -34.509600
-51.816700 -30.850000
-49.118800 -26.889900
-49.716700 -24.783300
-49.677400 -25.521500
-43.766700 -21.066700
-42.516700 -20.766700
-45.282400 -22.008500
-42.170300 -21.763300
-41.283300 -20.150000
-41.050000 -19.250000
-42.766100 -18.167800
-42.606400 -16.907800
-43.709900 -16.327800
-44.659200 -16.071700
-41.337400 -17.679100
-39.791500 -14.903100
-38.116700 -12.666700
