T,current_km,best_km
2485.40901047,285247.09253,229479.979119
2482.92484312,268592.128859,229479.979119
2480.44315871,268606.570373,229479.979119
2477.96395474,281128.812907,229479.979119
2475.48722874,302027.516364,229479.979119
2473.01297822,266391.479931,228346.570507
2470.54120072,275379.79352,228346.570507
2468.07189376,272838.866245,228346.570507
2465.60505488,284328.016052,228346.570507
2463.1406816,265445.638914,228346.570507
2460.67877146,275378.325737,228346.570507
2458.219322,259390.687195,228346.570507
2455.76233077,279202.045617,228346.570507
2453.3077953,284006.011461,228346.570507
2450.85571313,283955.199629,228346.570507
2448.40608183,286621.506803,228346.570507
2445.95889893,267059.162053,228346.570507
2443.51416199,254669.981266,228346.570507
2441.07186857,261413.840671,228346.570507
2438.63201622,261561.146885,228346.570507
2436.19460251,276305.134536,228346.570507
2433.75962499,249794.006098,228346.570507
2431.32708123,253688.071234,228346.570507
2428.8969688,272378.820277,228346.570507
2426.46928527,279355.976529,228346.570507
2424.04402821,261068.934046,228346.570507
2421.62119519,260387.34617,228346.570507
2419.2007838,264891.992678,228346.570507
2416.78279161,266844.199335,228346.570507
2414.3672162,284577.423487,228346.570507
2411.95405516,265226.439863,228346.570507
2409.54330608,292120.163706,228346.570507
2407.13496654,273520.111544,228346.570507
2404.72903414,275510.79811,228346.570507
2402.32550647,260181.657465,228346.570507
